Hb_mean_channel_1,Hb_std_channel_1,Hb_mean_channel_2,Hb_std_channel_2,Hb_mean_channel_3,Hb_std_channel_3,Hb_mean_channel_4,Hb_std_channel_4,Hb_mean_channel_5,Hb_std_channel_5,Hb_mean_channel_6,Hb_std_channel_6,Hb_mean_channel_7,Hb_std_channel_7,Hb_mean_channel_8,Hb_std_channel_8,Hb_mean_channel_9,Hb_std_channel_9,Hb_mean_channel_10,Hb_std_channel_10,Hb_mean_channel_11,Hb_std_channel_11,Hb_mean_channel_12,Hb_std_channel_12,Hb_mean_channel_13,Hb_std_channel_13,Hb_mean_channel_14,Hb_std_channel_14,Hb_mean_channel_15,Hb_std_channel_15,Hb_mean_channel_16,Hb_std_channel_16,Hb_mean_channel_17,Hb_std_channel_17,Hb_mean_channel_18,Hb_std_channel_18,Hb_mean_channel_19,Hb_std_channel_19,Hb_mean_channel_20,Hb_std_channel_20,Condition,Participant,HbO_mean_channel_1,HbO_std_channel_1,HbO_mean_channel_2,HbO_std_channel_2,HbO_mean_channel_3,HbO_std_channel_3,HbO_mean_channel_4,HbO_std_channel_4,HbO_mean_channel_5,HbO_std_channel_5,HbO_mean_channel_6,HbO_std_channel_6,HbO_mean_channel_7,HbO_std_channel_7,HbO_mean_channel_8,HbO_std_channel_8,HbO_mean_channel_9,HbO_std_channel_9,HbO_mean_channel_10,HbO_std_channel_10,HbO_mean_channel_11,HbO_std_channel_11,HbO_mean_channel_12,HbO_std_channel_12,HbO_mean_channel_13,HbO_std_channel_13,HbO_mean_channel_14,HbO_std_channel_14,HbO_mean_channel_15,HbO_std_channel_15,HbO_mean_channel_16,HbO_std_channel_16,HbO_mean_channel_17,HbO_std_channel_17,HbO_mean_channel_18,HbO_std_channel_18,HbO_mean_channel_19,HbO_std_channel_19,HbO_mean_channel_20,HbO_std_channel_20,Cluster,Workload
0.001490814,0.000447318,-5.28e-05,0.001289359,0.000598953,0.000795748,-0.000382815,0.000198582,0.000186391,8.88e-05,-0.006572615,0.00286693,-0.000475893,0.000353763,0.000240068,0.000357823,0.000135566,0.000290985,-0.000412799,0.000397351,-0.000398874,0.000277977,-0.000193528,0.000780407,0.000283391,0.000262558,0.000698231,0.000737142,-0.000812414,0.000701731,-0.002890329,0.001800352,-0.003004625,0.001808769,-0.00335504,0.001651156,-0.002512588,0.001565705,-0.003072046,0.001930363,Incongruent,Participant 21,-0.000740077,0.000427378,-0.000430597,0.001671177,-0.000938277,0.001078464,0.000418684,0.000250541,-5.07e-05,0.000122566,0.006750978,0.002995416,0.001532029,0.000698635,0.000793183,0.000390122,0.000791275,0.000382428,0.001836111,0.000824612,0.000505151,0.000353438,0.000116623,0.001041046,-0.00031759,0.000336881,-0.000872342,0.000966318,0.001006632,0.000897856,0.001993769,0.001238756,0.002168637,0.00127672,0.002878278,0.001347578,0.001785687,0.001154114,0.001529971,0.001429516,2,High
-0.000205431,0.00027127,-0.000260005,0.000258259,-0.000206681,0.000213203,-0.000508759,0.000303017,0.000957753,0.00086504,-8.55e-05,0.000148541,-0.000277492,0.000168787,9.95e-06,0.000387789,0.000471372,0.000358816,-0.000329393,0.000344898,-0.00057307,0.000239866,-0.000607101,0.000212912,-0.000589604,0.000230344,-0.000377642,0.000374036,-0.000604372,0.000504333,-7.58e-05,0.000119851,4.82e-05,0.000115079,0.00121404,0.000811189,0.000996206,0.001177065,0.001498463,0.001135646,Neutral,Participant 1,0.000168308,0.000265584,0.000176347,0.000228422,0.000249926,0.000178153,0.000448631,0.000312812,-0.001194695,0.001122567,6.69e-05,0.000168531,0.000194752,0.000190127,5.43e-05,0.00030923,-0.000424497,0.000317941,8.1e-05,0.000331995,0.000741225,0.000328004,0.000716441,0.000282973,0.000701553,0.000275403,0.00046899,0.000409649,0.000875252,0.00054115,0.000108967,0.000138692,-8.25e-05,0.000129465,-0.001392211,0.000702791,-0.001078199,0.00091333,-0.00183408,0.000900371,1,Mid
7.85e-05,0.000125691,-2.9e-06,8.96e-05,-2.68e-05,0.000102665,0.000142211,8.51e-05,0.000181166,0.00010765,0.002262904,0.000750955,0.000684993,0.000591721,0.000646058,0.0006527,0.000863229,0.000635678,0.00278313,0.001140567,0.00023302,0.000439546,0.001065244,0.000465796,0.00104594,0.00043176,0.002278406,0.001558845,0.001100562,0.000510637,0.000517788,0.001466484,0.002443988,0.001375832,0.000982031,0.001202646,0.001402384,0.001124461,0.00061824,0.000846309,Neutral,Participant 2,-0.000234013,0.000177305,-5.43e-05,0.000222101,-0.000341751,0.000196453,-0.000328952,0.000221081,-0.000461132,0.000245065,-0.002396822,0.000832348,-0.000702437,0.000631705,-0.000818331,0.000775392,-0.000946641,0.000739155,-0.003392038,0.001445964,-0.000379528,0.00031024,-0.001309512,0.000551139,-0.001274551,0.000520592,-0.002928719,0.001992911,-0.001068895,0.000421094,-0.00065934,0.001178591,-0.001716595,0.00109282,-0.000784235,0.000975929,-0.000892908,0.000901963,-0.000625936,0.00073781,2,High
0.000757614,0.000568182,0.000772705,0.000541463,0.000865032,0.000543878,0.000737632,0.000530332,0.000685536,0.00055889,0.000295498,0.000329863,-5.7e-05,0.000156069,8.05e-05,0.000352963,-0.000109108,0.000538396,0.000480996,0.000668004,7.12e-05,0.000170888,4.59e-05,0.000137381,0.000139858,0.000282484,3.57e-07,0.000240041,0.000456659,0.000425988,-0.000364402,0.000436971,-4.4e-05,0.001219782,0.001591421,0.000898451,0.000183231,0.000114773,0.000161423,0.000108684,Neutral,Participant 3,-0.000636938,0.000557669,-0.000679715,0.000628721,-0.000736195,0.000576778,-0.000798027,0.000599065,-0.000706944,0.000577759,-0.00023919,0.000386819,7.63e-05,0.000189094,4.84e-05,0.000324742,9.71e-05,0.000634714,-0.0006957,0.000791192,-7.73e-05,0.00018264,-2.48e-05,0.00017464,6.63e-05,0.000131042,-0.000150577,0.000193496,-0.000503801,0.000336005,0.000470696,0.000561493,0.000173662,0.001628492,-0.001460349,0.000837664,-0.000356951,0.000167535,-0.000288818,0.00015816,1,Mid
0.005938882,0.004339726,-0.000382204,0.000831332,-0.00082241,0.000735574,-0.000592129,0.000638469,0.001800573,0.001959239,-0.001765216,0.000701738,-0.001917878,0.00054369,-0.001720114,0.000689983,-0.001089422,0.000855568,-0.000908276,0.000846537,-0.00058652,0.000264456,7.92e-05,0.000393087,0.00033996,0.000436032,0.000481108,0.000393367,0.000185094,0.000325286,0.000987939,0.001584407,0.000961015,0.00128264,-0.001321348,0.001271902,0.003412614,0.001725548,-0.000147607,0.001689627,Neutral,Participant 4,-0.006407266,0.004741326,-0.001628132,0.00153799,-0.000348935,0.000994096,-0.000472109,0.000812761,-0.002419961,0.002131011,0.001261428,0.000526433,0.001524634,0.000496326,0.001502967,0.000621758,0.000754715,0.001067079,0.000581411,0.00077066,-0.000767832,0.000640449,-0.001637096,0.00108507,-0.001397527,0.00096449,-0.001354798,0.00093168,-0.000748185,0.0006579,-0.001276096,0.001276041,-0.001525666,0.001045278,0.00042268,0.00091116,-0.004137621,0.001673961,-0.001029781,0.00114503,2,High
-5.45e-05,0.000145565,-2.54e-05,0.000143819,-0.000163406,0.000148285,-7.18e-05,0.000141986,2.41e-05,0.000135132,-0.00066285,0.000430486,-0.001692925,0.000764647,-0.001215963,0.000563713,-0.000546971,0.0003189,0.00035267,0.000492434,0.000643758,0.000320168,0.000685328,0.000319862,0.000585573,0.000315261,0.000507567,0.000344303,0.000428939,0.000303935,7.24e-06,0.000822426,-0.000558108,0.000536485,2.19e-05,0.000236878,4.9e-05,0.000111108,-4.73e-05,0.000123223,Neutral,Participant 5,-0.000167354,0.000179913,-9.62e-05,0.00016226,-1.51e-05,0.000170282,-0.000220482,0.000181562,-0.000291575,0.000209079,0.000464031,0.000463133,0.001238135,0.000595008,0.000804971,0.000462827,0.000376505,0.000364213,-0.000603933,0.000629358,-0.000633976,0.000364053,-0.000679145,0.000389601,-0.000593276,0.00041675,-0.000670239,0.000350546,-0.000541406,0.000323344,-0.000292037,0.000668755,0.000219795,0.000308021,-0.000162039,0.000210047,-0.000212853,0.00017488,1.14e-05,0.000181391,1,Mid
-8.82e-05,0.000137116,-2.67e-05,0.000115207,-1.34e-05,0.000114782,-0.000185767,0.000129179,-0.000383748,0.000208187,-0.000317876,0.000238251,-7.11e-06,0.000164635,-7.04e-05,0.000218757,0.000103436,0.000201048,0.000338705,0.000163832,-0.000308379,0.000208043,-0.000287163,0.000199552,-8.84e-05,0.000163839,0.000123369,0.000200611,-4.72e-05,0.000231961,0.000101033,0.000113787,1.32e-05,0.000113189,1.6e-05,0.000115701,-0.000260302,0.00027553,0.00036677,0.000178533,Neutral,Participant 6,6.81e-05,0.000145462,7.42e-05,0.000132962,-4.51e-06,0.000128274,0.000201157,0.000131446,0.000386864,0.000201367,0.000336955,0.000254294,1.1e-05,0.00018231,4.88e-05,0.000235892,-0.000219174,0.000246333,-0.000329202,0.000185172,0.000401381,0.000272586,0.000408722,0.000255675,0.000135834,0.000213657,-0.00010402,0.000254219,0.000106301,0.000286843,-0.000123617,0.000139848,-1.37e-05,0.000130359,2.77e-05,0.000124106,0.000274146,0.000274691,-0.000473228,0.000244167,1,Mid
0.000180171,0.000176624,0.000366551,0.00022559,0.000337198,0.000190016,0.000195891,0.000107476,0.000111622,8.92e-05,-0.000328384,0.000841987,-0.000201708,0.000677116,-0.000216375,0.000844994,-0.00017801,0.001361279,0.000134548,0.002450705,0.000197731,0.000374476,0.000224749,0.000376352,0.000319342,0.000264377,0.000370462,0.000310069,0.000395176,0.00035568,-9.8e-05,0.000249634,-1.3e-05,0.000206629,-1.62e-05,0.000202135,-0.00014271,0.000190059,-0.000194429,0.000168208,Neutral,Participant 7,-0.000513667,0.000316891,-0.000676619,0.000360481,-0.000638173,0.000266189,-0.000611288,0.000233254,-0.000506982,0.000199761,0.000289495,0.001010279,0.000293332,0.000734675,0.000164261,0.000999023,2.44e-05,0.001663008,-0.000162299,0.003130391,-0.000317937,0.000295631,-0.000337253,0.000305654,-0.000452375,0.000288345,-0.000669134,0.000321374,-0.000588261,0.000318475,-0.000300872,0.000282301,-0.00033903,0.000269521,-0.000283675,0.000285894,-1.31e-05,0.000258584,7.74e-05,0.000228699,0,Low
0.000145557,0.000150598,3.86e-05,0.000151922,4.46e-05,0.000138871,0.000156907,0.000106185,0.000258793,0.000129367,0.000863805,0.000761799,0.000507967,0.000385127,2.49e-05,0.000686283,0.000948753,0.000770498,0.000512066,0.000685983,0.002195521,0.001309883,0.002271067,0.001057083,-0.00061083,0.001143957,-0.001087641,0.000758927,-0.001017148,0.001051511,-0.000105696,6.55e-05,0.000822489,0.001457603,-0.002997949,0.002861122,-0.003617573,0.002876889,-4.71e-06,5.63e-05,Neutral,Participant 8,-0.000149733,0.000174548,-7.69e-06,0.000180214,-6.88e-05,0.000165308,-0.000265681,0.00015547,-0.000431461,0.00019119,-0.001071662,0.000889805,-0.00057599,0.000480409,8.52e-05,0.000830839,-0.001048547,0.000923296,-0.000148815,0.000804666,-0.001354694,0.001632712,-0.002011954,0.001292362,0.001129842,0.001447623,0.001362129,0.000931411,0.002618924,0.001295398,4.93e-05,0.000100014,0.001162953,0.001542648,0.004782781,0.003574673,0.004245961,0.003696058,0.000292105,0.000109676,2,High
0.000214028,9.44e-05,0.000357623,0.00013576,0.000286954,0.000107968,0.000192234,0.000108158,-1.87e-05,9.14e-05,0.000689137,0.000402003,0.000145233,0.000202528,0.000177684,0.000300804,-9.67e-05,0.00020337,0.000780687,0.000646337,0.000390405,0.000845069,0.000173061,0.000602986,0.001391533,0.000852382,-0.000451845,0.000684034,4.23e-05,0.000412877,0.000100626,0.000186144,2.74e-05,9.81e-05,-0.000176994,0.000159112,0.000161081,0.000171501,8.94e-05,0.000180399,Neutral,Participant 9,-0.000474535,0.00023362,-0.000364085,0.000149398,-0.000389675,0.0002145,-0.000401393,0.000157872,-0.000128372,0.000144912,-0.000893789,0.000505306,-6.01e-05,0.000243833,-0.000146455,0.000340015,0.000175377,0.000254015,-0.000944493,0.000754116,-0.000511311,0.001021826,-0.000357062,0.000736737,-0.001501546,0.001041629,0.000689735,0.000855926,-3.68e-05,0.0005269,-0.000567563,0.000196041,-5.94e-05,0.000120172,0.000109404,0.000193506,-0.000277213,0.000192746,-0.000102316,9.91e-05,1,Mid
-4.68e-05,0.000206829,-0.000391413,0.000330804,0.000243984,0.000191233,-1.17e-06,8.21e-05,4.9e-05,7.73e-05,0.000588746,0.00065602,0.000620913,0.0005048,0.000983932,0.000575649,0.000584034,0.001864543,0.000444034,0.001405476,4.91e-05,0.000121075,-0.000384951,0.00043784,-0.000106848,0.000183961,-3.23e-05,0.000119022,-0.00019354,0.000129956,-0.000587674,0.000317886,-0.000796296,0.000475896,-0.000131602,0.000175532,-0.000185114,0.000148129,-0.000252121,0.000185632,Neutral,Participant 10,0.000203148,0.000382295,0.000560584,0.000586921,0.000233788,0.000347222,0.000324738,0.00022907,0.000138418,0.000143387,-0.000976129,0.000836865,-0.000985233,0.000499551,-0.001187457,0.000639211,-0.000650128,0.002421929,-0.000570731,0.001840369,6.99e-07,0.000397779,0.00055188,0.001129172,0.000171166,0.000659318,-0.000265211,0.000449047,-0.000516191,0.000387804,0.000460425,0.000241702,0.000405358,0.000235834,8.89e-05,0.000247785,0.000193166,0.000167887,0.000294123,0.000276536,0,Low
0.000321922,0.000435682,0.000282975,0.000288609,0.000107055,0.000348866,-3.26e-05,0.000346129,9.04e-05,0.000484667,-0.000809781,0.000433887,2.36e-05,0.000316826,-0.000335725,0.000321413,0.002227553,0.001586478,0.001712395,0.001570685,-0.000206663,0.000212611,-0.000285234,0.000245479,-0.000130576,0.000258781,-4.98e-05,0.000225462,-8.71e-05,0.000169949,-0.001081706,0.000739946,-0.000569768,0.000423227,-7.74e-05,0.000238224,-0.000322053,0.00031288,-0.000367447,0.000285479,Neutral,Participant 11,-0.000145087,0.000409513,0.000128351,0.000366178,0.000291371,0.000421252,0.00018514,0.000420546,-3.09e-05,0.000516723,0.000909755,0.000508095,-6.64e-05,0.000342151,0.000313445,0.000405446,-0.002939428,0.002082792,-0.002375238,0.002108133,0.000247385,0.000269182,0.000223712,0.000287038,3.91e-05,0.00026415,-7.88e-05,0.000234555,9.73e-05,0.000206208,0.00095729,0.000678029,0.000519939,0.000427957,0.000260125,0.000304263,0.000369878,0.00038878,0.000322991,0.000340336,0,Low
9.04e-05,0.000172874,7.08e-05,0.000129387,6.19e-05,0.000141627,-0.002555963,0.001619887,-0.000104779,0.000231533,0.000924752,0.000429615,-0.000146349,0.000122915,0.000233823,0.000304113,0.000420876,0.000276882,0.000440596,0.000316043,-0.000127132,0.000732164,-0.000195049,0.000528861,5.32e-05,0.000458606,0.00071058,0.000595559,0.000253991,0.000507657,0.000600817,0.000293887,5.68e-05,0.000166103,-3.33e-05,0.000157606,-2.39e-05,0.000198957,7.01e-05,0.000225587,Neutral,Participant 12,-0.000168238,0.000203611,-0.000175823,0.000158539,-0.000106198,0.000156898,0.003253607,0.002021966,2.63e-05,0.000281881,-0.000854418,0.000396334,0.000186516,0.00014552,-5.43e-05,0.000325451,-0.000383089,0.000314417,-5.71e-05,0.000314144,0.000510773,0.000949485,0.000562926,0.000671818,0.000205423,0.000573626,-0.000681603,0.00073296,-3.85e-05,0.000602308,8.11e-06,0.000202148,0.00033041,0.000182433,0.000432404,0.0002112,0.000469447,0.000214166,0.000273136,0.000220433,1,Mid
-0.000466724,0.00017902,-0.000504681,0.000207447,-0.000566429,0.00025333,-0.000542312,0.000223651,-0.000379238,0.000167677,0.000928261,0.000745094,0.0008161,0.000609052,0.000919663,0.000797573,0.001843738,0.001153793,0.001177887,0.001082846,-0.000622306,0.000257351,-0.00058556,0.000255537,-0.000587213,0.000238679,-0.000500241,0.000188554,-0.000391842,0.000163632,-0.000179309,0.000127243,-0.000152828,0.000128116,-8.16e-05,0.000147069,-0.000183615,0.000139402,-0.00023057,0.000142171,Neutral,Participant 13,0.000824473,0.000333277,0.000731762,0.000323688,0.000727186,0.000384371,0.000637417,0.0003577,0.000560961,0.000258474,-0.00071214,0.000851304,-0.00054934,0.00054076,-0.000784803,0.000878983,-0.001706195,0.001303756,-0.000989888,0.001281211,0.000846985,0.000309967,0.000828844,0.000303888,0.000783261,0.000276485,0.000628012,0.000228328,0.000541835,0.000207219,0.000475239,0.000257581,0.000468247,0.000262517,0.00038315,0.000250548,0.000552701,0.000313015,0.000685277,0.000331403,0,Low
-9.67e-05,0.000157951,-0.000153308,0.000163887,-8.86e-05,0.000162819,-0.000306818,0.000163585,-0.000188803,0.000164846,-0.000237555,0.000964864,0.001008656,0.000863728,-7.3e-05,0.000381897,0.000273404,0.000328927,0.00014342,0.000415875,0.000196726,0.000359104,0.000132664,0.000358822,7.04e-05,0.000409023,2.83e-06,0.000339853,6.48e-05,0.000270203,-0.000407272,0.000242896,0.000285033,0.000628129,0.000484326,0.000981464,-0.00059541,0.000242089,-0.000678377,0.000347178,Neutral,Participant 14,7.79e-05,0.000192041,0.000293692,0.000168362,0.000218843,0.000144016,-2.64e-05,0.000171022,6.25e-05,0.000171182,0.000119247,0.001165495,-0.001240749,0.001112033,0.000187552,0.000488436,-0.00033275,0.000395654,-0.000225797,0.000523287,-0.000183378,0.000484844,0.000115029,0.000478358,0.000318154,0.000513796,0.000253546,0.000456632,0.000224013,0.000396821,0.000593647,0.000231138,0.000553595,0.000330949,0.000421728,0.000441738,0.000641924,0.00028842,0.000422543,0.000422027,1,Mid
-0.000386829,0.000329089,-0.000299164,0.000286239,-0.000258413,0.000275024,-0.000252149,0.000258417,-0.000359691,0.000294714,-0.000411255,0.00078046,-0.00017835,0.000422968,-0.000728956,0.000653958,-0.000580518,0.000467431,4.38e-05,0.000605988,6.95e-05,0.00015246,0.000154471,0.000244188,0.000158468,0.000227967,0.000132666,0.000195287,7.4e-05,0.00015381,-2.8e-05,0.000189718,-9.47e-05,0.000509206,-0.000733794,0.000760383,-0.000145899,0.000504764,-0.00043916,0.000464195,Neutral,Participant 15,0.000394046,0.000325035,0.000402704,0.000294548,0.000493529,0.000298463,0.000364162,0.000281117,0.000532499,0.000320671,0.000668968,0.001061867,0.000332594,0.000373215,0.001134304,0.0008782,0.000945229,0.000604293,6.57e-05,0.000696594,-8.78e-05,0.000205942,-0.000247281,0.000313637,-0.000162192,0.000272791,-8.74e-05,0.000213023,5.39e-06,0.000172441,0.000119058,0.000196968,0.000425906,0.000340793,0.000765326,0.000612964,0.000286385,0.000519557,0.000544734,0.000462633,1,Mid
0.000210505,9.7e-05,0.000174219,7.47e-05,0.000181429,8.02e-05,0.000127609,5.66e-05,0.000279368,0.000122526,0.000138001,0.000127179,-4.8e-05,0.00010472,-0.000115126,8.56e-05,-0.000188586,8.49e-05,-0.000108776,0.000108538,-0.000460291,0.000489286,-0.001401785,0.000757419,-0.000871202,0.000734348,-0.000892271,0.000628284,-8.21e-05,0.000231328,2.39e-05,0.000114858,9.36e-06,0.000103877,2.1e-05,8.6e-05,-0.000371846,0.000756157,0.004126393,0.002336587,Neutral,Participant 16,-0.000206027,0.000110974,-0.000119519,6.85e-05,-0.000121831,6.29e-05,-0.000131783,0.000103061,-0.000356264,0.000201343,-0.000152394,0.00020639,-5.71e-05,0.000152095,1.65e-05,0.000127645,0.000193833,9.14e-05,4.18e-05,0.000138223,0.000655489,0.000642084,0.001962734,0.001059265,0.001283866,0.001018957,0.001276142,0.000847637,0.00012631,0.000282354,-1.93e-08,0.000139924,4.31e-05,0.000127591,-3.23e-05,0.000108538,0.000456852,0.000998549,-0.003020561,0.001810306,1,Mid
0.000535289,0.000191271,0.000479912,0.000129196,0.000383165,0.00013498,0.000415636,0.000172684,0.000253204,0.000254883,-0.000442879,0.000760842,-0.000855218,0.000521087,0.00236732,0.001332934,-0.0008397,0.001414738,-0.000676569,0.001061374,-0.000361242,0.00032336,6.2e-05,0.000163629,-0.000310476,0.00026339,-0.000231787,0.000207018,-0.000228944,0.000221291,-0.001529921,0.00115565,0.000547963,0.001116477,1.93e-05,0.000730826,0.000419618,0.00022862,0.000772399,0.000385197,Neutral,Participant 17,-0.000239176,0.000230847,-0.000378404,0.000152373,-0.000361589,0.000143202,-0.000359923,0.000175247,-0.000256701,0.000247427,0.000760242,0.000709039,0.000580081,0.000481167,-0.00259235,0.001517735,0.000999266,0.001737617,0.000842142,0.001342833,0.000632414,0.000437719,0.000446773,0.000345552,0.000210557,0.0002414,0.000372372,0.000314003,0.000351528,0.000319332,0.00129472,0.001198895,-0.001017146,0.001439629,0.000621956,0.000571701,-0.000546318,0.000316119,-0.000997275,0.000509977,0,Low
-1.18e-05,5.03e-05,0.001027021,0.000307664,-4.98e-05,0.000119321,5.62e-05,0.000140789,-3.13e-05,0.00011167,8.84e-05,0.000221421,0.000113535,0.000161626,5.04e-05,0.000125594,0.000152192,0.000128398,0.000234648,0.000163704,-0.001090625,0.000759542,7.57e-07,0.000592012,-0.001158245,0.000586419,-0.00030941,0.000445605,-0.000972983,0.000392266,0.000481453,0.00084502,0.000231575,0.000516509,0.000365111,0.000277101,0.000250148,0.000164998,0.000231801,0.00012056,Neutral,Participant 18,2.07e-05,9.88e-05,-0.00125836,0.000339328,-0.000329044,0.000160594,-0.000318478,0.00017803,-0.000110472,0.000188443,-7.48e-05,0.000259927,-5.86e-05,0.000223883,-6.33e-05,0.000244266,-0.000152893,0.000169894,-0.000113875,0.000172431,0.001024108,0.000917546,-0.000238233,0.000847799,0.001398149,0.000890488,0.000291557,0.000601547,0.001132901,0.000502054,-0.000445998,0.000509126,-0.000487531,0.000308253,-0.000600343,0.000284503,-0.000258677,0.000151224,-0.000118877,7.54e-05,1,Mid
-9.18e-05,0.000607933,-0.000110476,0.000555634,-0.000266307,0.000724653,-0.000469864,0.000685011,7.66e-05,0.000148379,0.000136571,0.000132295,0.000839214,0.000545898,-0.001359235,0.000578298,-0.001302527,0.000592703,-0.001467711,0.00057374,-0.000296427,0.000492683,-0.000311269,0.000409328,-0.000438945,0.000383423,-0.000478179,0.000442308,-0.000240496,0.000523622,0.001051056,0.00177875,0.000589715,0.00126165,-0.000876719,0.000739197,-0.000898321,0.000336555,-0.000539958,0.00023183,Neutral,Participant 19,-0.000786003,0.001157094,-0.000630537,0.000963158,-0.000815952,0.001137907,-0.000680867,0.001083454,-4.64e-05,0.000162456,-0.000125595,0.000166066,-0.000454564,0.000392414,0.00092804,0.000468127,0.00109954,0.000588166,0.00116025,0.000548967,0.00014539,0.00049593,-0.000253255,0.000484265,-0.000140445,0.000448877,-0.000178874,0.000470534,8.41e-05,0.000566094,-0.001357406,0.002149196,-0.000696625,0.001644066,0.001214943,0.000712084,0.00109472,0.000544391,0.000510399,0.000297671,1,Mid
-0.000168687,0.000217804,0.000116556,0.001603301,-3.55e-05,0.000121032,-0.000178572,0.000191448,0.000178563,0.000170667,9.77e-05,0.000151863,-0.000160248,0.000151011,-0.000260624,0.000185838,4.19e-05,0.000318493,-0.000197949,0.000148481,-0.000238791,0.000196388,-0.000163635,0.000158695,0.000102483,0.000202512,-4e-06,0.000240962,8.01e-05,0.000191755,-1.45e-05,9.72e-05,5.18e-05,8.19e-05,-5.76e-05,8.89e-05,8.4e-05,0.000109828,-0.000158529,0.000136723,Neutral,Participant 20,0.000129059,0.000273363,-0.000319752,0.001985516,9.14e-05,0.000143995,0.00016029,0.000242046,-0.000183607,0.000196244,-6.6e-05,0.00018284,6.97e-05,0.000183212,0.000235746,0.00020872,-0.000196157,0.000377043,0.000249653,0.000179736,0.000325249,0.000245603,0.000206218,0.000210134,-0.000186237,0.000247778,6.17e-05,0.000300106,-0.000106231,0.000234808,4.51e-05,0.000116411,-4.86e-05,9.41e-05,9.16e-05,0.000107753,-8.08e-05,0.000122815,0.000210065,0.000169795,1,Mid
-0.000278579,0.001017597,0.00178643,0.002047475,-0.000191548,0.000972645,0.000274537,0.000255803,5.07e-05,0.000333125,-0.001038367,0.001715122,0.000347198,0.000677537,0.00050923,0.000659197,0.000238734,0.000485409,0.000175276,0.000574119,-6.29e-05,0.000268954,0.000433312,0.000649632,0.000225725,0.000273649,0.00014327,0.000659294,0.00040751,0.000824867,-0.000802812,0.00269461,-0.000438514,0.003064383,-0.000553606,0.002957367,-0.00023479,0.003108959,-0.002585686,0.003239455,Neutral,Participant 21,0.000313977,0.001251207,-0.002313108,0.002627129,0.000251048,0.001265783,-0.000325093,0.000334116,-0.000241672,0.000387326,0.001145035,0.001412148,-0.000219301,0.000701969,-0.000289874,0.000662291,-7.45e-05,0.000502189,1.18e-05,0.000521173,-8.92e-06,0.000318805,-0.000740148,0.000895779,-0.000328998,0.000349621,-0.000136957,0.000890281,-0.000597229,0.001053156,0.000273358,0.001727528,0.000225271,0.002122,6.62e-05,0.002154226,-2.88e-05,0.002195035,0.0025258,0.002427203,2,High
