Hb_mean_channel_1,Hb_std_channel_1,Hb_mean_channel_2,Hb_std_channel_2,Hb_mean_channel_3,Hb_std_channel_3,Hb_mean_channel_4,Hb_std_channel_4,Hb_mean_channel_5,Hb_std_channel_5,Hb_mean_channel_6,Hb_std_channel_6,Hb_mean_channel_7,Hb_std_channel_7,Hb_mean_channel_8,Hb_std_channel_8,Hb_mean_channel_9,Hb_std_channel_9,Hb_mean_channel_10,Hb_std_channel_10,Hb_mean_channel_11,Hb_std_channel_11,Hb_mean_channel_12,Hb_std_channel_12,Hb_mean_channel_13,Hb_std_channel_13,Hb_mean_channel_14,Hb_std_channel_14,Hb_mean_channel_15,Hb_std_channel_15,Hb_mean_channel_16,Hb_std_channel_16,Hb_mean_channel_17,Hb_std_channel_17,Hb_mean_channel_18,Hb_std_channel_18,Hb_mean_channel_19,Hb_std_channel_19,Hb_mean_channel_20,Hb_std_channel_20,Condition,Participant,Label,HbO_mean_channel_1,HbO_std_channel_1,HbO_mean_channel_2,HbO_std_channel_2,HbO_mean_channel_3,HbO_std_channel_3,HbO_mean_channel_4,HbO_std_channel_4,HbO_mean_channel_5,HbO_std_channel_5,HbO_mean_channel_6,HbO_std_channel_6,HbO_mean_channel_7,HbO_std_channel_7,HbO_mean_channel_8,HbO_std_channel_8,HbO_mean_channel_9,HbO_std_channel_9,HbO_mean_channel_10,HbO_std_channel_10,HbO_mean_channel_11,HbO_std_channel_11,HbO_mean_channel_12,HbO_std_channel_12,HbO_mean_channel_13,HbO_std_channel_13,HbO_mean_channel_14,HbO_std_channel_14,HbO_mean_channel_15,HbO_std_channel_15,HbO_mean_channel_16,HbO_std_channel_16,HbO_mean_channel_17,HbO_std_channel_17,HbO_mean_channel_18,HbO_std_channel_18,HbO_mean_channel_19,HbO_std_channel_19,HbO_mean_channel_20,HbO_std_channel_20
-0.0001063113880042,0.0001916599514948,6.28122651908097e-05,0.0001675580367769,7.556662148861512e-05,0.0001520408372541,-0.0001661774781354,0.00025163633567,0.001470943969087,0.0006828294010558,3.258612727162755e-05,0.0002079352507635,-0.0001284999521701,0.0001303903529387,-0.0003621056997844,0.0004246957112747,-8.245963588012655e-05,0.0003269895273662,-0.000226079340779,0.0004092062418435,-0.0003331557738938,0.0001794981244591,-7.322866321833652e-05,0.000126253008479,6.167655921602411e-05,0.0001368459637539,-1.0410644368388115e-05,0.0002769009254799,-0.000392475784384,0.0002887490893839,-7.304886355829944e-05,0.0001144050367455,-0.0001565774557104,0.0001182436205418,0.0005229562780954,0.0003151517733754,0.0001706543296218,0.0003803222485392,0.0006728520229868,0.0004060637357188,Incongruent,Sheet1,1,0.0001894956221299,0.0002171135585186,-5.553102342735485e-05,0.0002004952654108,-4.262098053786458e-05,0.0002223399311705,0.0001836009235157,0.000318439115105,-0.0015152095696282,0.000866711220744,3.749062739060141e-05,0.0002340543753957,0.0001302597999547,0.0001520489411001,8.0171427763379e-05,0.0003535191939018,-1.8846044347049503e-05,0.0002951520300252,0.0001569168802213,0.0003844498036018,0.0004527693594361,0.0001845956270524,0.0001638055285352,0.0001893451356885,3.410117804722193e-05,0.0002135391435814,0.0001333092132364,0.0002411356737163,0.0004555738456892,0.0003390835537411,3.428519597134482e-05,0.0001379603986805,0.0001340030611445,0.0001429533478734,-0.000297911404649,0.0003218054709723,1.7046262568642975e-06,0.0003672124218087,-0.0005765117775732,0.0004125599400826
-5.018037907907699e-05,9.27900839570289e-05,-0.000157449335048,0.000111868041677,-0.0001525796072898,0.0001002887276023,-7.973928724468658e-05,7.569367270726264e-05,-4.48031441630398e-05,5.9018687605872336e-05,-5.690121086003077e-05,0.0004066900622602,-0.0006346859165284,0.0003631806453373,-0.00015858042855,0.0005167996325714,-0.0005363037346489,0.0005161942846214,-0.0006357628641278,0.0008352085177144,0.0004372972768028,0.0006437838630319,-0.0002103429891263,0.0004994017106357,-0.0002359995830219,0.0005148881907776,0.0016869796883887,0.0018290878803461,-0.0003611272205961,0.0004972888536294,0.0004289701262509,0.0016792619338189,-0.0008723165883456,0.0013068345071731,-0.0006409679320341,0.0011892163728666,-0.0012892516046435,0.0011606590758752,-0.0004317319248085,0.0008982627210564,Incongruent,Sheet2,1,-0.0002339633548457,0.0001869886530739,-0.0001043497412061,0.000135363778362,-0.0001895586509504,0.0002097937485302,-0.0003144163791563,0.0002135198885498,-0.000329949102319,0.0002080132922083,-0.0002909549122384,0.0004584015484241,0.0004541530310346,0.0005201011001981,-0.0003860185420842,0.000666647372323,0.0001338523348584,0.0005667395694661,0.0002170226319616,0.0008798309330832,-0.0007517482944071,0.0006250223023893,-0.0001891244282733,0.0005491592346361,-0.0001622483846148,0.0005640332343534,-0.0019512272817188,0.0022773234410066,-8.080925990053635e-05,0.0005031581034614,-0.0005912367982106,0.0013066770442367,0.0005444696186747,0.0009595072606582,0.0004504753422483,0.0008961573864944,0.0008565461022005,0.0009550734610279,0.0001992507705978,0.0008141405557882
0.000107097532247,5.747245509181944e-05,0.0001370376147462,8.823642680723197e-05,0.0003062246867689,0.0001641106324767,0.0002587093825768,9.140529413049245e-05,0.0001978011010953,8.265637778458034e-05,7.902433826358176e-05,0.0003247990936239,0.000243999264201,0.0001565702253484,-7.326989274242245e-05,0.0002593619352745,-0.0009605651190153,0.0005588388702938,-0.0017216293151193,0.0006607196853935,7.082794551343005e-05,0.0001131911492291,0.0001167973658798,8.982963780332961e-05,0.0001768668021942,0.0002778215464694,0.0004236133398127,0.0001957516518289,0.0004256512853655,0.0002884777489885,-0.0003665653597803,0.0003803002197663,-0.0029202736062244,0.0012490127772894,0.0012632039376011,0.0010133710181021,7.729583786555923e-05,5.130435845273338e-05,5.807781665263676e-05,4.702789246828783e-05,Incongruent,Sheet3,1,2.9163882515643288e-05,0.0001128523552207,-7.082906702519927e-05,0.0001927241523731,-0.0001244171521423,0.0001086535548586,-0.0001950490281837,0.000101650084222,-0.0001054887638818,9.755254398631356e-05,-3.484274590500232e-05,0.0003613606458162,-0.0003056350262354,0.0001891591599021,2.9762799084811484e-05,0.0002761268924956,0.0010837369520813,0.0006483436329824,0.0020059961542485,0.0008044461269122,-6.151994587665964e-05,8.999053655184603e-05,-0.0001207051843233,0.0001632710681497,-0.0001683569320297,0.0001201244432792,-0.0004773427651617,0.0001640907058113,-0.0005281167204316,0.000237448526185,0.000563860259697,0.0004980038055151,0.003865787468673,0.0016484661958929,-0.001246769939733,0.0008710559640971,-0.0003686099971816,0.0001176026330151,-0.0002549126560367,8.153925391665781e-05
-0.0017304830833021,0.003278226675212,-0.0010912531713494,0.0009374453182289,-0.0007443740480803,0.0008487193666951,-0.000548732625085,0.0007186572027348,-0.002350915908856,0.0014275335365226,0.0016082943629477,0.0009512461903888,0.0007760855564965,0.0006495396338304,0.0005976836891379,0.0006087300160586,0.0003494831836276,0.0005896572111336,0.0003099294274322,0.0006262152856887,-1.1460953617269117e-05,0.0004709088212808,0.0002034397778462,0.0003286421001304,-7.800402510193477e-05,0.000235363502681,0.0003286886665761,0.0004676084282387,-2.7899641479735563e-05,0.0004124392937793,0.0006956443961869,0.0023970754415009,-0.0026412859406655,0.0026920212378133,8.764398506335161e-05,0.0015560954970391,-0.0028174112937205,0.0033190709143796,0.0041628798983097,0.0019369141423682,Incongruent,Sheet4,1,0.0022245939253921,0.0034117352704143,0.0019049808983369,0.0010890626635974,0.0012592338891742,0.000893119714389,0.0007465408931033,0.000757856306134,0.0027497720974322,0.0015877588390454,-0.0008593191983511,0.0007109673389385,-0.0002205834713948,0.0005279244514411,-0.0002324901301156,0.0005478777817226,-9.260476857041289e-06,0.0006290791380464,-6.815415846156174e-05,0.000607711558426,0.0010235381262203,0.0004788617755018,0.0004241927709425,0.0003551058669395,0.0005651074892636,0.0003184927279498,0.0007904159399508,0.0003786808650556,0.0012613715493898,0.00063464987149,0.0005203788910255,0.0029391838386203,0.0035489813105608,0.0030759746262845,0.0009216455483025,0.0018641627575696,0.0030897183760981,0.0039348694602264,-0.0025293416630287,0.001783447677392
0.0004832251828256,0.0004366179918727,0.0004527823835794,0.0004654846283596,0.0004096282107908,0.0003717291120552,0.0004616557712603,0.0003651508660488,0.0005891252161219,0.0004067736822234,0.000452040693789,0.0004470364259037,0.000729096849025,0.0003523970104258,0.0003814750284042,0.0003509336581961,0.0005473384547423,0.0003884638192686,0.0013399602051356,0.0006687983312136,-1.859651042793858e-05,0.0002537762669589,5.532351085354187e-05,0.0001651585340253,0.0001723132247479,0.0002849873397617,0.0001640084279046,0.0002589169156097,-8.558747993638907e-05,0.0001377364684308,0.0003386052947515,0.000705672133956,0.0013103528909334,0.000381370574001,0.0004402956755325,0.0003386181676003,9.676998849863312e-05,0.0001193583126612,3.2658141149898964e-05,6.091824106847763e-05,Incongruent,Sheet5,1,-0.000579950112698,0.0004789115841818,-0.0006042987465735,0.0004004842620229,-0.000469792270874,0.0003625707168117,-0.0004480425961661,0.0003726235877575,-0.0005847055823662,0.0004111422173732,-0.0003450879369906,0.0005356711240066,-0.0006349667547979,0.0003466866310613,-0.0003505806980916,0.0003556893060506,-0.0004489068959458,0.0004426272142621,-0.0015551178606451,0.0008552752863031,-6.898737985883359e-05,0.0002807352955546,-0.0001506863653502,0.0003111361641378,-1.0044932479758184e-05,0.0002623771355759,-5.710176594227832e-05,0.0002435261748132,7.253264563115852e-05,0.0002446428081431,-0.0001695425719784,0.000530835840523,-0.0006164551171685,0.0002481762696268,4.68803138815871e-05,0.0001625367632104,0.0003199824765479,0.0002565627959185,7.355905031107699e-05,0.0001733836381826
0.0003122390128906,0.0001542966921098,0.0003063438576922,0.0001341787910941,0.0002080236525717,0.0001259155279557,4.514472245686714e-05,0.0001530111311094,0.0002295672235739,0.0002223009002305,0.0002032430642562,0.0002805410409441,0.0001822658684289,0.0001893027018293,0.0004318531568716,0.0002237831617902,0.0003475477531724,0.0002227771928707,8.460371208755711e-05,0.0001891268389319,-0.0004192668582074,0.0002538659977735,-9.195918967680274e-05,0.0001846131299125,-0.0003009226649699,0.0001808220485758,-0.0001538113957684,0.0001711036280367,-0.0002763060540018,0.0001972383460274,9.062199981580148e-05,0.0001113230207772,0.00018450948699,8.584771030892427e-05,6.958644031099022e-05,0.0001331170093301,0.0001513835692322,0.0002132547735907,-0.0004236767588318,0.0001795042144303,Incongruent,Sheet6,1,-0.0002167242591954,0.0001516733113537,-0.0001492696212338,0.0001169872044705,-8.721089424446706e-05,0.0001192214851866,3.802561473122389e-05,0.000136551256386,-1.3623927761173482e-05,0.0002156880706835,-6.611665745642848e-05,0.0003186938252245,-0.0001181501221452,0.0002177954635764,-0.0003901872104951,0.0002572523157751,-0.000245859715177,0.0002606128479972,-1.3237336484047513e-05,0.0002121161249046,0.0005355980044866,0.000324731495261,0.0001535595453365,0.0002360991890274,0.0003742075582427,0.0002395135430543,0.0001867057470594,0.0002164917647072,0.000352258915627,0.0002533362108532,-8.918445087891205e-05,0.0001346353440066,-0.0001305892771957,9.833374789178483e-05,1.79781680011495e-05,0.0001391266995378,0.0002384163334706,0.0002109035576436,0.0006324478312189,0.0002685121916331
0.0003402026459074,0.0001150201501444,0.0003680904204233,0.0001147262412328,0.0003199947531273,9.849828405673825e-05,0.000318807204118,0.0001288444642254,0.0002553840654727,0.000108123480853,0.0004450683798225,0.0007484757692326,0.0007040602420696,0.000490987928821,-3.3340855371552806e-05,0.000888065700383,-0.0004255297627502,0.0015319207686354,0.000231779299265,0.0022245124345308,-0.0002092883908225,0.0002015676309884,-0.0002719441719116,0.0002771025292418,-0.0003448931988706,0.0003073939972282,-0.0003697396353514,0.0002681211805186,-0.0001965816448734,0.0001586766774826,-0.0006154235820458,0.0003091207115471,-0.0003542184323899,0.0001891622742511,-0.0001687791650257,0.0001782455689123,-0.0002216754172643,0.0001669112066819,-0.0003811039545084,0.0002121409886709,Incongruent,Sheet7,1,-0.0001730026299038,0.0001580847312551,-5.294660956649251e-05,0.0001269124497735,-0.0001080074118923,9.73209438949752e-05,-0.0001208753813052,0.000111772672121,-0.000125808663883,0.0001067261419679,-0.000316511878971,0.0009426974337006,-0.0005768940148853,0.0005927812434812,6.615501905713703e-05,0.0011740084412715,0.0005861672663597,0.0020252223845341,-0.0002478827204277,0.0029379373283329,0.0002858422103566,0.0002130598356287,0.000377861216742,0.0003000799313738,0.0004947354555867,0.0003396716098389,0.0004504250319735,0.0002646248580601,0.000304364216569,0.0001947737585464,0.0005073771000452,0.0002886098816054,0.0001681126694454,0.0002150731584461,-1.1556992246990482e-05,0.0002283494856941,4.5287632167292847e-05,0.0001985710057609,0.0002934182322145,0.0002301205572575
-9.41842491299866e-05,0.0001180732801711,8.989824770777502e-06,0.0001198679005821,-1.111661071516747e-05,0.0001213710787821,-6.059161092664651e-05,7.570754003369434e-05,-0.0001560151183052,0.0001013128074244,-0.0002455545689907,0.0007779044952695,0.000218222890802,0.0004199438591835,0.0001899437857704,0.0005478030760886,0.0015021702724242,0.000948739508417,0.0009003154642225,0.0007754916914672,-0.0004795743580251,0.0019319061971417,0.0013159713824149,0.0010425116915006,8.406961084877924e-05,0.0008758614133781,0.0005674572635445,0.0008492460277425,0.002000797864834,0.0012074598568553,3.4108633572164383e-06,6.142729676898262e-05,-0.0009729722402704,0.0023680115606813,-0.0002445555322502,0.0027931694575352,0.0016232067204961,0.0025231807443672,-6.908331170414916e-06,4.961368061748451e-05,Incongruent,Sheet8,1,0.0002471333608916,0.0001567182760031,9.471403769376924e-05,0.0001349939147467,0.0001342905915923,0.0001294856312274,6.544034025938738e-05,8.849652877683285e-05,0.0001311431674283,0.0001118178899028,0.0002157205525965,0.0009218417817116,-0.0002338182928057,0.0004943265609529,2.8571449627057416e-05,0.0006444945448647,-0.0012151169633951,0.0009682693271115,-0.0005374977160378,0.0009389496216476,0.000541818743938,0.0028258317175542,-0.0014938451253699,0.0012887655104385,3.982641183336586e-05,0.001112888803451,-0.0006486369320491,0.0010800129832475,-0.0024932046383214,0.0016110335054562,-0.0001099926725138,7.958406473191765e-05,-0.0003916548425591,0.0017545669772958,-0.0008123834776304,0.0028020626876269,-0.0031769259043516,0.0028516064137689,1.2130564655628768e-05,5.402009157568366e-05
0.0002180119283927,0.0001030168805474,0.000274910987978,0.0001281453757476,0.0001971920694043,0.0001148753028774,0.000407330154179,0.0002042542743048,0.0001046032559195,7.367304854868665e-05,-0.0001699368363486,0.0003494658296837,0.0001420532170401,0.0002063783685294,0.0001700574731338,0.0003572244174716,0.0002104733848381,0.0002022821835245,-0.000255836678273,0.0006655957709793,-0.0008928226186882,0.0008661397042915,-0.0002735069563559,0.0006415348595273,-1.2459292184964388e-05,0.0008310412195966,-0.0001585003060631,0.0006409306780176,-0.0001129139284598,0.0003849189306995,-4.220029808292618e-07,9.166877911736556e-05,-2.0261653682129176e-05,0.0001176214793958,0.0001516881193208,0.0001687469917446,-0.0001250519264735,0.000192759363444,1.045048192332902e-05,0.0001133114444678,Incongruent,Sheet9,1,0.0007340266968265,0.0003741397028319,0.001168040823838,0.0005161978789105,0.0011024836757321,0.0004579749332235,0.0006714316665535,0.0002646097305921,0.0002381106483125,0.0001504510517525,0.0001958287922247,0.0004306728206934,-7.685866635055431e-05,0.0002401238903231,-0.0001404243173463,0.0004082644711364,-0.0002575119004002,0.0002265497634952,0.0001517486538416,0.0007478109096675,0.0010891438236796,0.0010658851252971,0.0004292734373726,0.0008248324200977,7.202494387713239e-05,0.0010485091638199,0.000294560075,0.0008135594368754,8.673291479137389e-05,0.0004964796430912,-0.0001156435594647,0.0001836452469459,1.0914238190649016e-05,0.0001353591524432,-0.0001594070110342,0.0002030282014009,5.8080589544937445e-05,0.0002112468050393,0.0012175518517986,0.0005313969336173
8.840954959646496e-05,0.0001818476483793,-9.716744580914717e-05,0.0001846794817264,3.136208804477591e-05,0.0001113531944392,0.0001202650369575,4.95865745560239e-05,-2.6026328744583603e-05,5.180255264559264e-05,-4.892709478448524e-05,0.0005451679893167,-0.000875804369996,0.0007381061540219,-0.0005332332383968,0.0005863919317513,0.0021018672656993,0.0018808581657647,0.0018360299177478,0.0018777687003499,-0.0001948536556378,0.000239134103641,-0.0005627733279373,0.0004978897731413,-7.93017962807975e-05,0.0002427257834471,1.6078309011422195e-05,0.0002257562021502,1.98705196394694e-05,0.0002149935077261,-0.0005910606767261,0.0001708964980619,-0.0010659806944407,0.0002827035677765,-0.0003163809613873,0.0002330552148713,-4.311989334027169e-05,0.0001840475119962,-0.0001711556036642,0.0001994449959056,Incongruent,Sheet10,1,0.0001461273156944,7.911401155912096e-05,0.0002383011679581,0.0002030895937032,7.837936736080256e-05,9.07941310544674e-05,-0.0001361573844354,8.614100058913311e-05,-2.0820789144395355e-05,6.853061260357871e-05,-8.580339517101916e-05,0.0006805797267905,0.0008444612438836,0.0008609744271247,0.0003896003553917,0.0007095671708915,-0.0028506757978766,0.0024583698040864,-0.0023731177249489,0.0024481515936457,0.000350934392104,0.0003178766771264,0.0007264065358431,0.0008262098119383,0.0004868982939563,0.0005745979326866,8.782734676663003e-05,0.000298972387211,8.093339211168162e-05,0.0002593525200654,0.0006054793440542,0.000191309424166,0.0009193331221453,0.0002088983549169,0.0002763974357286,0.0002314089437329,0.0001289507602049,0.0001692033405425,0.0003069945556551,0.0002637636942448
